HN ID,Title,Author,Score,Comments,Domain,Product URL,HN Link,Framework,Hosting,Payments,Auth,Analytics,AI Provider
46511469,"Show HN: Prism.Tools – Free and privacy-focused developer utilities",BLGardner,376,102,blgardner.github.io,https://blgardner.github.io/prism.tools/,https://news.ycombinator.com/item?id=46511469,,,,,Google Analytics (GA4),
46556210,"Show HN: I made a memory game to teach you to play piano by ear",vunderba,375,135,lend-me-your-ears.specr.net,https://lend-me-your-ears.specr.net/,https://news.ycombinator.com/item?id=46556210,,Cloudflare,,,,
46499646,"Show HN: DoNotNotify – Log and intelligently block notifications on Android",awaaz,346,165,donotnotify.com,https://donotnotify.com/,https://news.ycombinator.com/item?id=46499646,,Cloudflare,,,,
46488654,"Show HN: An interactive guide to how browsers work",krasun,299,38,howbrowserswork.com,https://howbrowserswork.com/,https://news.ycombinator.com/item?id=46488654,Next.js,Cloudflare,,,Google Analytics (GA4),
46471171,"Show HN: Website that plays the lottery every second",Loeffelmann,262,144,lotteryeverysecond.lffl.me,https://lotteryeverysecond.lffl.me/,https://news.ycombinator.com/item?id=46471171,,Cloudflare,,,,
46557029,"Show HN: Scroll Wikipedia like TikTok",sdan,121,28,quack.sdan.io,https://quack.sdan.io/,https://news.ycombinator.com/item?id=46557029,Next.js,Vercel,,,,
46511903,"Show HN: Similarity = cosine(your_GitHub_stars, Karpathy) Client-side",puzer,111,32,puzer.github.io,https://puzer.github.io/github_recommender/,https://news.ycombinator.com/item?id=46511903,,,,,,
46530832,"Show HN: I visualized the entire history of Citi Bike in the browser",freemanjiang,109,31,bikemap.nyc,https://bikemap.nyc/,https://news.ycombinator.com/item?id=46530832,Next.js,Vercel,,,Google Analytics (GA4),
46478061,"Show HN: Offline tiles and routing and geocoding in one Docker Compose stack",packet_mover,102,38,corviont.com,https://www.corviont.com/,https://news.ycombinator.com/item?id=46478061,,Cloudflare,,,Google Analytics (GA4),
46477961,"Show HN: I built a ""Do not disturb"" Device for my home office",quacky_batak,95,49,apoorv.page,https://apoorv.page/blogs/over-engineered-dnd,https://news.ycombinator.com/item?id=46477961,,Cloudflare,,,Google Analytics (GA4),
46491560,"Show HN: Server-rendered multiplayer games with Lua (no client code)",brunovcosta,82,59,cleoselene.com,https://cleoselene.com/,https://news.ycombinator.com/item?id=46491560,,,,,Google Analytics (GA4),
46516267,"Show HN: Jax-JS, array library in JavaScript targeting WebGPU",ekzhang,82,22,ss.ekzhang.com,https://ss.ekzhang.com/p/jax-js-an-ml-library-for-the-web,https://news.ycombinator.com/item?id=46516267,,Cloudflare,Stripe,,Google Analytics (GA4),
46557879,"Show HN: Rocket Launch and Orbit Simulator",donutthejedi,78,26,donutthejedi.com,https://www.donutthejedi.com/,https://news.ycombinator.com/item?id=46557879,,Vercel,,,,
46546349,"Show HN: A geofence-based social network app 6 years in development",Adrian-ChatLocl,74,57,localvideoapp.com,https://www.localvideoapp.com/,https://news.ycombinator.com/item?id=46546349,React,,,,Google Analytics (GA4),
46499694,"Show HN: A simulator for engineers transitioning from IC to management",pingananth,73,96,apmcommunication.com,https://apmcommunication.com/scenario/backchannel-vp,https://news.ycombinator.com/item?id=46499694,Next.js,Netlify,,,Google Analytics (GA4),
46502148,"Show HN: Make audio loops online",bilalba,69,30,makeloops.online,https://makeloops.online/,https://news.ycombinator.com/item?id=46502148,,,,,Google Analytics (GA4),
46454369,"Show HN: 48-digit prime numbers every git commit",keepamovin,67,54,textonly.github.io,https://textonly.github.io/git-prime/,https://news.ycombinator.com/item?id=46454369,,,,,Google Analytics (GA4),
46512203,"Show HN: VaultSandbox – Test your real MailGun/SES/etc. integration",vaultsandbox,58,13,vaultsandbox.com,https://vaultsandbox.com/,https://news.ycombinator.com/item?id=46512203,,Cloudflare,,,Google Analytics (GA4),
46524036,"Show HN: Free and local browser tool for designing gear models for 3D printing",neogoose,53,13,gears.dmtrkovalenko.dev,https://gears.dmtrkovalenko.dev/,https://news.ycombinator.com/item?id=46524036,,Vercel,,,Google Analytics (GA4),
46541885,"Show HN: A Daily Bible Game",egglemonsoup,49,64,bibdle.com,https://bibdle.com/,https://news.ycombinator.com/item?id=46541885,Svelte,,,,Google Analytics (GA4),
46484808,"Show HN: I built a tool to create AI agents that live in iMessage",danielsdk,43,22,tryflux.ai,https://tryflux.ai/,https://news.ycombinator.com/item?id=46484808,Next.js,Cloudflare,,,Google Analytics (GA4),
46482685,"Show HN: Foundertrace – chain of YC startups founded by its employees",loondri,38,14,foundertrace.com,https://foundertrace.com/,https://news.ycombinator.com/item?id=46482685,,Cloudflare,,,Google Analytics (GA4),
46540794,"Show HN: Watch LLMs play 21,000 hands of Poker",jazarwil,34,19,pokerbench.adfontes.io,https://pokerbench.adfontes.io/run/Large_Models,https://news.ycombinator.com/item?id=46540794,Next.js,Cloudflare,,,Google Analytics (GA4),OpenAI
46526088,"Show HN: KeelTest – AI-driven VS Code unit test generator with bug discovery",bulba4aur,29,15,keelcode.dev,https://keelcode.dev/keeltest,https://news.ycombinator.com/item?id=46526088,Next.js,,,,Google Analytics (GA4),OpenAI
46508299,"Show HN: llmgame.ai – The Wikipedia Game but with LLMs",jmcallister,26,23,llmgame.ai,https://www.llmgame.ai/,https://news.ycombinator.com/item?id=46508299,Next.js,Vercel,,,,
46554013,"Show HN: Free noise evidence generator for tenant complaints",countfeng,24,19,noiseevidence.com,https://noiseevidence.com/,https://news.ycombinator.com/item?id=46554013,Next.js,Vercel,,,Google Analytics (GA4),
46462188,"Show HN: I built ""Google"" for searching Shadcn blocks on the web",ali-dev,23,3,shoogle.dev,https://shoogle.dev/,https://news.ycombinator.com/item?id=46462188,,Cloudflare,,,Google Analytics (GA4),
46549231,"Show HN: A website that auctions itself daily",nsomani,20,7,thedailyauction.com,https://www.thedailyauction.com/,https://news.ycombinator.com/item?id=46549231,Next.js,Vercel,,,,
46477842,"Show HN : A game to document my electronics learning journey.",ssunboyy,19,8,jeevan.life,https://jeevan.life/theapplefalls/,https://news.ycombinator.com/item?id=46477842,,,,,,
46537268,"Show HN: How I generate animated pixel art with AI and Python",sarthak_drool,17,2,sarthakmishra.com,https://sarthakmishra.com/blog/building-animated-sprite-hero,https://news.ycombinator.com/item?id=46537268,Astro,Cloudflare,,,Google Analytics (GA4),OpenAI
46532755,"Show HN: An LLM response cache that's aware of dynamic data",raymondtana,16,1,blog.butter.dev,https://blog.butter.dev/on-automatic-template-induction-for-response-caching,https://news.ycombinator.com/item?id=46532755,,Vercel,,,Google Analytics (GA4),
46519825,"Show HN: 25 years of house prices in England and Wales",rowanajmarshall,14,6,housepricedashboard.co.uk,https://housepricedashboard.co.uk/,https://news.ycombinator.com/item?id=46519825,,Cloudflare,,,Google Analytics (GA4),
46531295,"Show HN: A to Z – A word game I built from a childhood road trip memory",jackhulbert,13,8,a26z.fun,https://a26z.fun/,https://news.ycombinator.com/item?id=46531295,Next.js,Vercel,,,Google Analytics (GA4),
46550571,"Show HN: Commit-based code review instead of PR-based",moshetanzer,13,2,commitguard.ai,https://commitguard.ai/,https://news.ycombinator.com/item?id=46550571,Nuxt,Cloudflare,,,Google Analytics (GA4),
46545628,"Show HN: We built a permissions layer for Notion",PEGHIN,11,7,notionportals.com,https://notionportals.com/,https://news.ycombinator.com/item?id=46545628,,Cloudflare,,,Google Analytics (GA4),
46550555,"Show HN: An all-in-one image crop/split/collage tool (no uploads, no watermark)",harperhuang,5,6,imagesplitter.tools,https://imagesplitter.tools/,https://news.ycombinator.com/item?id=46550555,Next.js,Cloudflare,Lemon Squeezy,,Google Analytics (GA4),
46559757,"Show HN: Ping6.it",antonioprado,4,0,ping6.it,https://ping6.it/,https://news.ycombinator.com/item?id=46559757,,Cloudflare,,,,
46557045,"Show HN: We made a hiring challenge because Claude can 1-shot our interviews",jgru,3,4,atomsnotelectrons.com,https://www.atomsnotelectrons.com/,https://news.ycombinator.com/item?id=46557045,Next.js,Vercel,,,,
46555746,"Show HN: GitChoco – virtual Chocolatey for GitHub Releases",lostmsu,3,0,gitcho.co,https://gitcho.co/,https://news.ycombinator.com/item?id=46555746,,Cloudflare,,,,
46560196,"Show HN: Vect AI– Replace your marketing agency with autonomous agents",MMAFRAZ,3,1,vect.pro,https://vect.pro/,https://news.ycombinator.com/item?id=46560196,,Vercel,,,Google Analytics (GA4),OpenAI
46558658,"Show HN: Embermarks – Rediscover your forgotten bookmarks",recvonline,3,0,bastiangruber.ca,https://bastiangruber.ca/posts/embermarks-a-firefox-extension/,https://news.ycombinator.com/item?id=46558658,Angular,,,,Google Analytics (GA4),
46558236,"Show HN: User-first oriented picture browser optimised for Fujifilm Xhalf",alfanick,2,0,xhalf.nakarmamana.ch,https://xhalf.nakarmamana.ch/FUJIFILM%20X-HF1_FILM_11_20250923_20250924_36_36(1)/index.html,https://news.ycombinator.com/item?id=46558236,,,,,Google Analytics (GA4),OpenAI
46559063,"Show HN: MCP-powered Tailwind UI library – get components via Claude/Cursor",yucelfaruksahan,2,0,tailkits.com,https://tailkits.com/ui/,https://news.ycombinator.com/item?id=46559063,Nuxt,Cloudflare,,,Google Analytics (GA4),OpenAI
46557167,"Show HN: HN Dark Mode",vednig,2,2,chromewebstore.google.com,https://chromewebstore.google.com/detail/hn-dark-mode/abpjflhoidbeaacggmdjoahiakcledna,https://news.ycombinator.com/item?id=46557167,,,,,Google Analytics (GA4),
46555782,"Show HN: Helmtk, a toolkit for helm chart maintainers",buchanae,2,0,helmtk.dev,https://helmtk.dev/,https://news.ycombinator.com/item?id=46555782,,AWS,,,Google Analytics (GA4),
46556353,"Show HN: The internet's meanest product manager",Roozka,2,2,burnmywebsite.com,https://www.burnmywebsite.com/,https://news.ycombinator.com/item?id=46556353,,Vercel,,,,
46561093,"Show HN: Senior Developer Playbook",tartieret,2,0,thomastartiere.com,https://thomastartiere.com/a-senior-developer-playbook,https://news.ycombinator.com/item?id=46561093,,Netlify,,,Google Analytics (GA4),
46557245,"Show HN: Auto-refreshing web screenshots in an iOS and macOS widget",bluepeter,2,0,apps.apple.com,https://apps.apple.com/us/app/busybody-reloading-web-widget/id6757285099,https://news.ycombinator.com/item?id=46557245,Svelte,,,,Google Analytics (GA4),OpenAI
46556008,"Show HN: I made a better privnote because I hate privnote",gigamick,2,0,burnernote.com,https://burnernote.com/,https://news.ycombinator.com/item?id=46556008,,,,,,
46555668,"Show HN: Interactive Maxwell's Demon",proc0,2,0,proc0.itch.io,https://proc0.itch.io/maxwells-demon,https://news.ycombinator.com/item?id=46555668,,,,,,
46557748,"Show HN: I managed to configure Auth0 for ChatGPT MCP serve for OAuth setup",yz494,1,0,billlyzhaoyh.github.io,https://billlyzhaoyh.github.io/tidbits/auth0-setup-blog/,https://news.ycombinator.com/item?id=46557748,,,,Auth0,Google Analytics (GA4),OpenAI
46558732,"Show HN: Auto-Agents Air-gapped AI Agents in 1-click",baceituno,1,0,ycombinator.com,https://www.ycombinator.com/launches/P7T-stackai-enterprise-ai-agents-in-seconds,https://news.ycombinator.com/item?id=46558732,,Cloudflare,,,Google Analytics (GA4),
46560749,"Show HN: Neuro+ GBrain",FDX2018,1,0,neuroplusgbrain.net,https://www.neuroplusgbrain.net/,https://news.ycombinator.com/item?id=46560749,,,,,Google Analytics (GA4),
46557150,"Show HN: Flickle–A daily puzzle based on cinematography,not trivia(PWA, Next.js)",rgb1903,1,0,flickle.co,https://www.flickle.co/,https://news.ycombinator.com/item?id=46557150,Next.js,Vercel,,,Google Analytics (GA4),
46555423,"Show HN: BuildFix– Semantic feature-extraction transfer between TypeScript repos",RichBennett,1,1,buildfix.dev,https://www.buildfix.dev/,https://news.ycombinator.com/item?id=46555423,Next.js,Vercel,Stripe,Clerk,Google Analytics (GA4),Anthropic
46555078,"Show HN: Pdfn – React-based PDF generation with Chromium",gokulsiva,1,0,pdfn.dev,https://pdfn.dev/,https://news.ycombinator.com/item?id=46555078,Next.js,Vercel,,,Google Analytics (GA4),
46555272,"Show HN: Fart Map",julien421,1,0,fart.mp,https://fart.mp/,https://news.ycombinator.com/item?id=46555272,,,,,,
46554960,"Show HN: Compliant WhatsApp campaign service after seeing businesses get banned",ADCXLAB,1,1,whateazy.com,https://whateazy.com/,https://news.ycombinator.com/item?id=46554960,,AWS,,,Google Analytics (GA4),
46554904,"Show HN: PriceArb – find short-term mispricings in prediction markets (NFL)",fullstackchris,1,0,pricearb.com,https://pricearb.com/,https://news.ycombinator.com/item?id=46554904,Next.js,Netlify,Stripe,Clerk,Google Analytics (GA4),
46555442,"Show HN: I built a free platform for calculators, generators and quizzes",sanjeevkumardev,1,1,ournethelps.com,https://ournethelps.com/,https://news.ycombinator.com/item?id=46555442,,Cloudflare,,,Google Analytics (GA4),
46559633,"Show HN: AI-powered AWS Cloud Practitioner exam prep tool",baristaGeek,1,0,ai-test-aws-cloud-practitioner-cem1aruhh.vercel.app,https://ai-test-aws-cloud-practitioner-cem1aruhh.vercel.app/,https://news.ycombinator.com/item?id=46559633,,,,,,
46557786,"Show HN: Snapalabra - AI Assisted Language Learning and Practice",emurph55,1,0,app.snapalabra.com,https://app.snapalabra.com/,https://news.ycombinator.com/item?id=46557786,,Cloudflare,,,,
46561495,"Show HN: Scroll Podcasts Like TikToc",conradbez,1,0,podtoc.com,https://podtoc.com/app/,https://news.ycombinator.com/item?id=46561495,,Railway,,,PostHog,
46561392,"Show HN: arxiv2md: Convert ArXiv papers to markdown",timf34,1,0,arxiv2md.org,https://arxiv2md.org/,https://news.ycombinator.com/item?id=46561392,,,,,Google Analytics (GA4),OpenAI
46561341,"Show HN: WebTiles – create a tiny 250x250 website with neighbors around you",dimden,1,0,webtiles.kicya.net,https://webtiles.kicya.net/,https://news.ycombinator.com/item?id=46561341,,Cloudflare,,,Google Analytics (GA4),
46560950,"Show HN: I built a tool to create LLM Tier Lists based on real tasks",iliailinskii,1,0,promt.oshn-ai.com,https://promt.oshn-ai.com/community/004471c6-b508-4ae8-a7cd-20ce6ab4ad65,https://news.ycombinator.com/item?id=46560950,Next.js,Vercel,,Supabase,Google Analytics (GA4),OpenAI
46559912,"Show HN: Lshort – Real-time link tracking with globe visualization",develiasolie,1,0,app.lshort.sh,https://app.lshort.sh/online,https://news.ycombinator.com/item?id=46559912,Next.js,Cloudflare,,,Google Analytics (GA4),
46559074,"Show HN: Just Logo – Multi-source logo generator for side projects",ahmedsemih,1,0,just-logo.vercel.app,https://just-logo.vercel.app/,https://news.ycombinator.com/item?id=46559074,,Vercel,,,Google Analytics (GA4),
46560059,"Show HN: Affordable Attack Surface Management tool for everyone",Frankbb,1,0,threat-surface.com,https://threat-surface.com/,https://news.ycombinator.com/item?id=46560059,,Cloudflare,,,Google Analytics (GA4),
46558814,"Show HN: DemoSlice – Create Product Demos in 5 Minutes",eyane,1,0,demoslice.io,https://demoslice.io/,https://news.ycombinator.com/item?id=46558814,,Cloudflare,,,Google Analytics (GA4),